User_ID,Industry,Job_Role,Location,Experience_Years,Primary_AI_Tool,Daily_Token_Usage,Tasks_Automated_Per_Week,Productivity_Gain_Percent,Adoption_Date
USR-495F70FE,Education,Instructional Designer,North America,2,ChatGPT (OpenAI),10434,2,5.4,2025-11-21
USR-A85DF93B,Creative & Design,Video Editor,Europe,14,Midjourney,2563,3,3.9,2023-07-12
USR-B7D86330,Marketing,Social Media Manager,Middle East & Africa,13,Midjourney,1507,3,0.8,2024-08-31
USR-391EE31B,Healthcare,Medical Researcher,Europe,9,Perplexity,5539,1,12.7,2023-09-09
USR-E9100AEE,Healthcare,Medical Researcher,North America,20,ChatGPT (OpenAI),6288,1,10.7,2025-10-31
USR-08CA4F8D,Creative & Design,UI/UX Designer,Europe,10,Midjourney,1785,1,2.5,2023-05-22
USR-747DD7A2,Marketing,Social Media Manager,Middle East & Africa,23,Claude (Anthropic),4238,1,6.6,2023-10-20
USR-39E97688,Finance,Investment Banker,Europe,17,Claude (Anthropic),13072,1,21.7,2026-03-08
USR-ABCE48DA,Marketing,Social Media Manager,Europe,11,ChatGPT (OpenAI),9351,2,16.5,2024-03-10
USR-056D6350,Creative & Design,Graphic Designer,North America,2,Midjourney,620,1,1.1,2021-07-24
USR-E2D4B403,Healthcare,Clinical Admin,North America,16,ChatGPT (OpenAI),15781,1,15.6,2024-05-12
USR-A218F4FE,Software Development,Software Engineer,Latin America,15,ChatGPT (OpenAI),2220,2,3.9,2025-08-05
USR-F905C424,Finance,Financial Analyst,North America,1,ChatGPT (OpenAI),14526,1,13.3,2021-03-21
USR-BA2456CF,Software Development,Data Scientist,North America,18,Claude (Anthropic),5747,1,7.4,2023-03-27
USR-EEA910C7,Healthcare,Medical Researcher,Europe,23,Perplexity,17032,1,21.6,2021-01-07
USR-75750442,Education,Professor,North America,7,ChatGPT (OpenAI),7278,1,6.2,2024-03-15
USR-807456A9,Education,Professor,Asia-Pacific,8,ChatGPT (OpenAI),12966,3,7.4,2021-12-22
USR-513FA13D,Software Development,DevOps Engineer,North America,16,GitHub Copilot,31912,5,55.2,2023-06-11
USR-BE143679,Education,Student,Europe,25,ChatGPT (OpenAI),10913,1,16.5,2024-07-13
USR-32542459,Finance,Financial Analyst,Europe,8,Perplexity,4047,1,8.0,2022-12-06
USR-8731CD57,Finance,Investment Banker,North America,21,Gemini (Google),13181,1,8.9,2024-12-16
USR-2B7B037D,Marketing,SEO Specialist,Asia-Pacific,11,ChatGPT (OpenAI),4159,1,3.8,2023-03-18
USR-6F52A515,Finance,Investment Banker,North America,14,Perplexity,14270,2,22.2,2024-01-26
USR-C4A7819A,Creative & Design,Graphic Designer,Asia-Pacific,15,Gemini (Google),13234,1,14.0,2023-09-15
USR-7FBC2606,Healthcare,Healthcare Analyst,North America,4,ChatGPT (OpenAI),11587,1,14.2,2023-08-08
USR-4C87242E,Finance,Financial Analyst,Europe,13,ChatGPT (OpenAI),12756,3,23.3,2023-06-15
USR-025D4568,Marketing,Social Media Manager,North America,7,ChatGPT (OpenAI),2906,2,4.9,2024-09-05
USR-66B99206,Healthcare,Medical Researcher,North America,23,Claude (Anthropic),9174,1,8.9,2025-02-07
USR-AE4C44B7,Software Development,Data Scientist,Latin America,11,ChatGPT (OpenAI),8527,1,8.9,2025-06-04
USR-37B690A9,Marketing,Content Writer,North America,17,ChatGPT (OpenAI),12605,2,16.4,2024-10-25
USR-13D1A713,Creative & Design,UI/UX Designer,Europe,16,ChatGPT (OpenAI),1463,1,2.9,2024-02-17
USR-931855AE,Finance,Financial Analyst,Latin America,7,ChatGPT (OpenAI),11153,2,18.8,2023-07-15
USR-82570D3F,Healthcare,Clinical Admin,North America,2,ChatGPT (OpenAI),9426,1,13.0,2024-09-06
USR-2A7F6C6C,Creative & Design,Graphic Designer,Asia-Pacific,8,Midjourney,2420,3,4.3,2024-02-21
USR-2C4C3607,Finance,Investment Banker,North America,24,ChatGPT (OpenAI),4906,3,4.8,2024-05-07
USR-6311D739,Healthcare,Medical Researcher,Europe,11,ChatGPT (OpenAI),13804,1,15.7,2024-05-16
USR-C1CB7BAD,Marketing,Content Writer,Latin America,22,Gemini (Google),2886,3,3.3,2024-05-15
USR-ADC63820,Marketing,Content Writer,Asia-Pacific,24,Perplexity,16100,1,12.6,2022-10-27
USR-8BBA7C31,Finance,Investment Banker,North America,18,Claude (Anthropic),9496,1,16.4,2023-01-01
USR-B9846B7B,Marketing,SEO Specialist,Asia-Pacific,2,Gemini (Google),13567,1,10.5,2025-08-28
USR-1A8ABB64,Marketing,Content Writer,North America,19,Perplexity,11644,1,11.1,2023-03-14
USR-0EEF7A36,Finance,Financial Analyst,Asia-Pacific,24,Claude (Anthropic),9765,2,7.5,2023-06-09
USR-8FD99AFB,Marketing,Marketing Analyst,North America,17,Claude (Anthropic),6098,3,5.3,2025-12-17
USR-17185008,Software Development,Software Engineer,Middle East & Africa,3,Claude (Anthropic),8178,1,8.9,2022-12-05
USR-9DC2747E,Finance,Accountant,Europe,14,ChatGPT (OpenAI),7024,1,9.4,2023-08-10
USR-FD30078F,Healthcare,Medical Researcher,North America,5,Claude (Anthropic),3518,2,4.2,2026-03-26
USR-A924AD1B,Finance,Accountant,North America,16,Perplexity,2617,3,3.4,2021-03-01
USR-A4F7D37D,Finance,Accountant,North America,22,Claude (Anthropic),12308,1,18.0,2023-11-15
USR-4E813EFB,Creative & Design,Illustrator,Latin America,14,ChatGPT (OpenAI),14577,1,13.6,2023-10-08
USR-53D940A6,Healthcare,Medical Researcher,Europe,22,ChatGPT (OpenAI),4927,2,3.9,2023-10-30
USR-9F5ECC9E,Education,Student,North America,9,Claude (Anthropic),3559,3,6.7,2023-10-29
USR-DCE35BB4,Finance,Accountant,Europe,4,Claude (Anthropic),1994,3,3.6,2023-03-06
USR-6438AD53,Finance,Financial Analyst,Europe,11,Claude (Anthropic),14317,2,25.9,2024-06-06
USR-FC23F054,Software Development,Software Engineer,North America,18,GitHub Copilot,53371,5,44.5,2024-12-27
USR-66F4B9B1,Creative & Design,Illustrator,Europe,9,Perplexity,4530,3,6.2,2024-09-23
USR-2182ACFA,Finance,Financial Analyst,Europe,16,ChatGPT (OpenAI),1362,1,1.0,2023-08-12
USR-5C5B2A06,Creative & Design,Illustrator,North America,19,Perplexity,3085,2,2.5,2023-11-09
USR-ED718CF4,Software Development,Data Scientist,Latin America,17,GitHub Copilot,16127,2,28.5,2023-09-27
USR-419A8407,Healthcare,Clinical Admin,Europe,3,Claude (Anthropic),6615,3,4.4,2023-10-17
USR-3C8968B7,Creative & Design,UI/UX Designer,Asia-Pacific,19,Perplexity,12167,1,15.8,2023-01-21
USR-D719B5BB,Creative & Design,Graphic Designer,North America,7,ChatGPT (OpenAI),7026,2,5.9,2024-11-30
USR-114D2F33,Education,Teacher,North America,15,ChatGPT (OpenAI),8640,2,5.1,2024-09-04
USR-665CFB8C,Finance,Financial Analyst,Asia-Pacific,10,Claude (Anthropic),7385,3,7.1,2024-08-13
USR-461CA1D6,Education,Professor,Europe,1,ChatGPT (OpenAI),6355,1,7.9,2024-11-02
USR-14CF6F47,Healthcare,Clinical Admin,Europe,14,ChatGPT (OpenAI),8831,1,10.3,2023-11-10
USR-9762AF5A,Healthcare,Medical Researcher,Europe,2,Gemini (Google),7376,1,6.9,2023-07-16
USR-38C035E3,Marketing,Marketing Analyst,North America,21,Perplexity,11381,1,16.8,2025-06-06
USR-C2BAFA01,Software Development,Data Scientist,Europe,5,ChatGPT (OpenAI),9738,1,17.8,2023-05-08
USR-C1F00A52,Healthcare,Healthcare Analyst,North America,24,ChatGPT (OpenAI),8816,1,14.4,2022-04-10
USR-8BBFE487,Education,Instructional Designer,North America,6,ChatGPT (OpenAI),15861,1,11.7,2023-01-21
USR-BAB0E947,Healthcare,Healthcare Analyst,Europe,14,ChatGPT (OpenAI),2341,2,3.8,2024-06-03
USR-F7A73440,Education,Student,Europe,5,ChatGPT (OpenAI),15284,1,10.3,2023-05-22
USR-21ECBE07,Education,Teacher,North America,14,ChatGPT (OpenAI),12740,2,18.0,2023-07-17
USR-2B0BEA31,Marketing,SEO Specialist,North America,12,ChatGPT (OpenAI),3311,3,3.3,2024-03-02
USR-B345B9F1,Finance,Financial Analyst,Europe,14,Claude (Anthropic),11817,3,9.9,2021-08-24
USR-C7134C39,Creative & Design,Graphic Designer,Asia-Pacific,17,ChatGPT (OpenAI),9902,1,12.0,2025-08-13
USR-537A172A,Education,Instructional Designer,Europe,17,ChatGPT (OpenAI),2787,3,5.2,2021-10-20
USR-3F9201DC,Healthcare,Clinical Admin,Asia-Pacific,16,ChatGPT (OpenAI),8502,1,16.6,2023-10-14
USR-8CE9540A,Marketing,SEO Specialist,Europe,19,ChatGPT (OpenAI),11040,2,19.7,2021-07-06
USR-1166201D,Software Development,QA Tester,Latin America,24,GitHub Copilot,26587,4,38.9,2024-11-04
USR-AC219934,Marketing,Social Media Manager,Europe,3,ChatGPT (OpenAI),1519,3,2.6,2024-10-13
USR-60787AF7,Marketing,Content Writer,Europe,11,Perplexity,7826,2,4.8,2024-11-04
USR-4BF74DE5,Finance,Investment Banker,North America,22,Claude (Anthropic),10418,2,18.5,2024-04-22
USR-E48327BD,Education,Teacher,North America,1,Perplexity,12283,1,12.4,2023-07-15
USR-EFD5D321,Creative & Design,Video Editor,Asia-Pacific,16,Midjourney,2001,2,1.0,2023-04-28
USR-119CBAA2,Education,Professor,North America,9,ChatGPT (OpenAI),7451,3,9.5,2024-05-12
USR-23A86395,Marketing,Marketing Analyst,Asia-Pacific,15,Perplexity,11523,2,5.9,2024-03-02
USR-E300175B,Healthcare,Clinical Admin,Europe,8,Claude (Anthropic),13807,3,24.5,2023-06-21
USR-17B55448,Software Development,DevOps Engineer,North America,14,ChatGPT (OpenAI),3823,3,3.4,2023-05-25
USR-0A85CEF2,Creative & Design,Illustrator,North America,22,Midjourney,1553,3,2.1,2023-05-06
USR-696F9016,Education,Professor,Europe,19,Perplexity,16461,1,7.3,2023-12-21
USR-2D65B388,Software Development,DevOps Engineer,Latin America,8,Gemini (Google),5889,1,10.2,2021-11-29
USR-697D0330,Education,Student,Asia-Pacific,25,Claude (Anthropic),9074,2,5.9,2024-10-18
USR-48C66C7E,Creative & Design,Video Editor,North America,11,Midjourney,2364,1,3.9,2023-04-23
USR-ABF9CC0D,Finance,Financial Analyst,North America,16,ChatGPT (OpenAI),7932,1,12.8,2023-02-18
USR-835EA615,Creative & Design,Graphic Designer,Middle East & Africa,4,Midjourney,2482,2,1.3,2024-12-16
USR-B870A64B,Marketing,Social Media Manager,North America,17,Claude (Anthropic),11032,3,8.7,2023-11-01
USR-495B3C1E,Education,Student,Europe,7,Gemini (Google),6963,1,8.6,2024-07-02
USR-6B58B642,Software Development,DevOps Engineer,Asia-Pacific,21,GitHub Copilot,40723,8,62.9,2023-05-03
USR-72D26DBD,Software Development,Software Engineer,Europe,18,GitHub Copilot,40162,3,33.7,2024-01-21
USR-D85E2349,Creative & Design,UI/UX Designer,Asia-Pacific,9,ChatGPT (OpenAI),7177,1,15.2,2023-05-29
USR-A0D282BD,Education,Professor,North America,10,Claude (Anthropic),1973,3,1.7,2024-09-10
USR-F6E4AB90,Creative & Design,Graphic Designer,North America,15,Midjourney,2562,2,4.7,2026-01-27
USR-338723CC,Healthcare,Healthcare Analyst,Middle East & Africa,8,ChatGPT (OpenAI),3835,3,5.7,2022-04-16
USR-31B61691,Finance,Investment Banker,Middle East & Africa,22,ChatGPT (OpenAI),11542,2,19.5,2021-07-05
USR-5D29C953,Marketing,Social Media Manager,Europe,4,ChatGPT (OpenAI),16179,2,27.9,2024-04-03
USR-DAD8F021,Marketing,SEO Specialist,North America,8,ChatGPT (OpenAI),14372,2,24.1,2023-08-16
USR-279B55F4,Healthcare,Medical Researcher,Europe,23,ChatGPT (OpenAI),2461,1,2.3,2023-08-29
USR-E1A9A39E,Creative & Design,Video Editor,Asia-Pacific,25,Midjourney,857,3,1.5,2022-08-08
USR-4F0514A9,Finance,Financial Analyst,Middle East & Africa,20,Gemini (Google),7545,3,10.5,2024-05-07
USR-7864D638,Creative & Design,UI/UX Designer,North America,15,Midjourney,788,2,1.2,2023-11-01
USR-23F5BAA3,Software Development,Data Scientist,North America,17,Perplexity,13381,2,20.3,2024-05-06
USR-64B879BB,Creative & Design,Illustrator,Europe,5,Midjourney,524,2,1.0,2023-07-20
USR-3F753387,Marketing,Social Media Manager,Asia-Pacific,21,ChatGPT (OpenAI),12658,1,9.4,2024-02-10
USR-32F57CA5,Education,Instructional Designer,North America,12,ChatGPT (OpenAI),16066,1,11.4,2024-11-11
USR-9BDE3597,Creative & Design,Graphic Designer,Europe,24,Midjourney,572,1,0.4,2022-03-01
USR-6B6C45C0,Marketing,Marketing Analyst,North America,12,Gemini (Google),4894,1,8.3,2023-10-19
USR-96C20B25,Creative & Design,UI/UX Designer,Asia-Pacific,6,Midjourney,2435,3,4.4,2026-02-06
USR-BB000CCC,Finance,Financial Analyst,Europe,8,ChatGPT (OpenAI),10683,2,17.1,2023-04-05
USR-63383ABE,Marketing,Content Writer,North America,10,ChatGPT (OpenAI),5314,1,10.0,2021-09-03
USR-D96774BD,Creative & Design,Video Editor,North America,21,Midjourney,1925,2,2.9,2023-02-04
USR-B96BF44F,Finance,Accountant,Europe,4,ChatGPT (OpenAI),5628,2,5.7,2024-07-04
USR-459E024C,Education,Instructional Designer,North America,24,Perplexity,2525,2,4.2,2023-04-09
USR-A0892CA5,Healthcare,Healthcare Analyst,Europe,9,Gemini (Google),3985,2,6.4,2023-02-24
USR-E9EE8F32,Education,Instructional Designer,Asia-Pacific,16,ChatGPT (OpenAI),4942,1,7.1,2026-01-21
USR-FE98A029,Software Development,Software Engineer,Europe,5,GitHub Copilot,38164,8,67.3,2024-11-05
USR-6659B044,Education,Teacher,Asia-Pacific,7,Gemini (Google),11731,2,17.3,2024-06-29
USR-F5C91E2C,Marketing,SEO Specialist,Asia-Pacific,24,ChatGPT (OpenAI),12456,2,9.2,2022-11-06
USR-8AFF8CDD,Software Development,Software Engineer,Latin America,8,ChatGPT (OpenAI),4063,2,2.3,2023-05-19
USR-38A81279,Healthcare,Healthcare Analyst,Europe,24,ChatGPT (OpenAI),3804,1,3.9,2022-01-30
USR-B414F781,Finance,Financial Analyst,Europe,7,Midjourney,2947,2,1.7,2024-05-01
USR-2478AD3C,Finance,Financial Analyst,Europe,4,ChatGPT (OpenAI),1836,3,1.8,2024-01-04
USR-0C0A3341,Creative & Design,Video Editor,Asia-Pacific,20,ChatGPT (OpenAI),6907,1,11.7,2023-01-25
USR-50E5B743,Healthcare,Healthcare Analyst,Asia-Pacific,1,ChatGPT (OpenAI),8048,2,4.2,2024-07-04
USR-3D0A9F2E,Software Development,QA Tester,Middle East & Africa,13,Perplexity,16781,3,27.3,2024-02-07
USR-A24827E3,Healthcare,Healthcare Analyst,North America,7,ChatGPT (OpenAI),3235,1,3.7,2023-02-05
USR-DB3D9B3E,Finance,Financial Analyst,Middle East & Africa,6,Perplexity,6888,1,9.3,2023-06-28
USR-E343C085,Healthcare,Healthcare Analyst,Latin America,12,Claude (Anthropic),3477,1,2.9,2024-11-12
USR-A22C3E24,Education,Teacher,Asia-Pacific,7,Gemini (Google),7658,1,7.0,2023-11-07
USR-096A1716,Marketing,Social Media Manager,Europe,10,ChatGPT (OpenAI),11193,1,13.3,2023-03-11
USR-252E97AD,Creative & Design,UI/UX Designer,Latin America,13,Midjourney,1451,1,1.5,2023-05-07
USR-46541D5D,Marketing,Content Writer,North America,12,Claude (Anthropic),8410,1,19.1,2021-02-19
USR-EE23F10B,Marketing,Marketing Analyst,Asia-Pacific,22,Claude (Anthropic),5284,1,4.4,2022-12-15
USR-EA288F92,Creative & Design,Graphic Designer,North America,17,Midjourney,1388,2,1.7,2023-06-12
USR-23D81418,Healthcare,Clinical Admin,Europe,19,ChatGPT (OpenAI),3575,3,3.9,2023-05-31
USR-0A0DCB87,Finance,Financial Analyst,Asia-Pacific,4,ChatGPT (OpenAI),11071,1,11.0,2023-01-01
USR-E7A3FFCB,Software Development,DevOps Engineer,North America,21,ChatGPT (OpenAI),13942,1,21.7,2023-07-28
USR-3C3C33ED,Creative & Design,Illustrator,Middle East & Africa,16,Midjourney,2607,1,3.8,2023-04-11
USR-5E7B7D62,Creative & Design,Illustrator,North America,12,Claude (Anthropic),10837,3,22.2,2023-05-20
USR-FF5C3464,Education,Instructional Designer,Asia-Pacific,5,Claude (Anthropic),11319,1,8.9,2023-07-09
USR-9A57463C,Education,Professor,North America,21,ChatGPT (OpenAI),12490,2,19.7,2024-07-31
USR-E8B77D0C,Marketing,Social Media Manager,Asia-Pacific,12,ChatGPT (OpenAI),5979,1,10.3,2025-11-22
USR-EE0E5EF1,Creative & Design,Illustrator,Europe,7,ChatGPT (OpenAI),1866,1,1.6,2023-06-06
USR-557CB10D,Software Development,DevOps Engineer,Europe,1,DeepSeek,19929,3,27.9,2024-04-05
USR-183090AC,Finance,Financial Analyst,Asia-Pacific,11,Claude (Anthropic),12335,2,18.1,2021-12-01
USR-3C598C63,Finance,Accountant,North America,14,Claude (Anthropic),4925,2,9.2,2024-07-04
USR-5978D134,Marketing,SEO Specialist,Asia-Pacific,6,Midjourney,2885,1,4.7,2023-04-24
USR-A07C84D5,Finance,Accountant,North America,19,ChatGPT (OpenAI),3291,2,4.0,2024-05-03
USR-E5474F96,Education,Professor,Asia-Pacific,4,Perplexity,5469,3,5.7,2024-02-05
USR-8E46368C,Marketing,SEO Specialist,North America,22,ChatGPT (OpenAI),2905,2,3.7,2023-07-07
USR-E9504D9F,Finance,Investment Banker,North America,5,Claude (Anthropic),6204,1,10.8,2024-01-14
USR-9AE3D718,Software Development,Software Engineer,Europe,15,GitHub Copilot,29929,2,18.3,2024-02-28
USR-EA901163,Education,Student,North America,4,Perplexity,6822,1,13.8,2024-06-06
USR-C24DE3F9,Creative & Design,Illustrator,North America,17,ChatGPT (OpenAI),9267,1,7.3,2024-07-01
USR-1BA13154,Finance,Financial Analyst,North America,14,ChatGPT (OpenAI),5067,1,6.8,2024-11-26
USR-6FC288F8,Software Development,Data Scientist,Asia-Pacific,20,GitHub Copilot,40406,5,58.7,2023-11-17
USR-8AD4A7E5,Education,Instructional Designer,North America,4,Claude (Anthropic),12643,3,29.3,2026-03-17
USR-2B28A710,Software Development,Data Scientist,Latin America,23,ChatGPT (OpenAI),12155,1,19.1,2024-02-15
USR-8279C4F1,Finance,Investment Banker,North America,6,ChatGPT (OpenAI),10009,2,16.9,2026-01-09
USR-9F14BDDC,Healthcare,Clinical Admin,Europe,8,ChatGPT (OpenAI),9432,2,7.1,2024-06-24
USR-79BD62FA,Education,Instructional Designer,North America,11,ChatGPT (OpenAI),12035,1,12.6,2024-02-20
USR-31677532,Creative & Design,Illustrator,Asia-Pacific,1,Claude (Anthropic),2266,3,4.4,2026-02-28
USR-646A0592,Marketing,Social Media Manager,Europe,6,ChatGPT (OpenAI),1358,2,1.0,2024-03-31
USR-DBFB3C4A,Software Development,Data Scientist,North America,6,GitHub Copilot,41807,5,59.9,2022-01-29
USR-5E6C4C77,Creative & Design,UI/UX Designer,Europe,13,Perplexity,8090,1,13.6,2023-05-20
USR-F50A7824,Healthcare,Healthcare Analyst,Europe,7,Claude (Anthropic),12461,2,24.6,2023-02-18
USR-9BC564B0,Creative & Design,Illustrator,North America,21,Midjourney,2919,3,3.1,2023-03-23
USR-EDFA826A,Software Development,QA Tester,Asia-Pacific,16,DeepSeek,40315,6,55.7,2023-11-21
USR-EF256245,Creative & Design,Video Editor,Europe,22,Midjourney,541,2,0.9,2023-04-15
USR-2F36D75A,Finance,Accountant,Latin America,9,ChatGPT (OpenAI),6673,1,11.1,2026-05-27
USR-D4027CD7,Education,Professor,Europe,24,ChatGPT (OpenAI),2093,3,2.3,2021-10-25
USR-D773C88B,Marketing,Content Writer,Europe,14,Perplexity,11016,1,17.2,2024-01-11
USR-148A5481,Education,Professor,Asia-Pacific,6,ChatGPT (OpenAI),7390,1,11.9,2024-03-21
USR-C3FDA180,Marketing,SEO Specialist,North America,14,ChatGPT (OpenAI),13670,2,23.7,2024-01-30
USR-B44C6661,Finance,Accountant,North America,24,ChatGPT (OpenAI),13253,2,21.7,2024-03-05
USR-D4EC8C61,Software Development,Data Scientist,North America,3,Perplexity,4696,1,9.9,2023-01-08
USR-7032ECE6,Marketing,SEO Specialist,Europe,21,Gemini (Google),9759,1,12.8,2025-02-18
USR-E0E5269D,Education,Professor,North America,4,ChatGPT (OpenAI),6199,3,6.8,2026-03-26
USR-BBF0A9EC,Software Development,Software Engineer,Europe,7,ChatGPT (OpenAI),5661,3,3.7,2021-12-08
USR-289525C8,Creative & Design,Illustrator,Middle East & Africa,10,Claude (Anthropic),14125,2,13.7,2021-07-21
USR-EA04AEB2,Finance,Financial Analyst,North America,6,ChatGPT (OpenAI),4657,1,5.9,2022-10-24
USR-0EDAC3FB,Creative & Design,Illustrator,Europe,1,Midjourney,2545,3,4.6,2021-11-17
USR-99468FAE,Healthcare,Medical Researcher,North America,10,ChatGPT (OpenAI),5825,3,3.1,2024-02-08
USR-AF611609,Software Development,QA Tester,Europe,1,GitHub Copilot,41830,5,49.5,2023-01-03
USR-CECE2C0A,Software Development,Software Engineer,Europe,20,GitHub Copilot,20694,3,26.2,2023-06-04
USR-14CDB356,Healthcare,Clinical Admin,Europe,13,ChatGPT (OpenAI),12403,2,8.4,2024-05-30
USR-71F34D4F,Creative & Design,Video Editor,Latin America,22,Midjourney,600,3,1.4,2024-10-24
USR-55B1C423,Education,Student,Asia-Pacific,16,ChatGPT (OpenAI),3945,1,6.9,2023-05-02
USR-7345625A,Education,Professor,North America,22,ChatGPT (OpenAI),9999,1,5.2,2022-02-24
USR-E03DA629,Software Development,DevOps Engineer,Asia-Pacific,8,GitHub Copilot,23857,3,25.2,2023-03-23
USR-FF26F18A,Marketing,Marketing Analyst,Europe,1,Perplexity,9345,1,10.9,2023-03-09
USR-EDE62CF9,Education,Teacher,Latin America,7,ChatGPT (OpenAI),6489,2,10.4,2024-01-17
USR-A6BA5D83,Software Development,Data Scientist,North America,17,Perplexity,7060,2,16.8,2024-10-22
USR-B01DED26,Finance,Financial Analyst,Europe,11,ChatGPT (OpenAI),4970,3,7.8,2023-05-17
USR-6A5FFD33,Healthcare,Medical Researcher,Asia-Pacific,6,ChatGPT (OpenAI),8352,1,13.7,2023-02-02
USR-2D5CD9FD,Finance,Financial Analyst,Latin America,24,ChatGPT (OpenAI),4723,1,6.3,2023-03-31
USR-6D815F87,Finance,Investment Banker,Latin America,3,Claude (Anthropic),5081,2,6.7,2022-08-26
USR-D9A8CAA9,Healthcare,Clinical Admin,Europe,5,Perplexity,7249,1,9.3,2024-06-11
USR-BBCF91F2,Software Development,Software Engineer,North America,8,ChatGPT (OpenAI),1958,3,3.6,2023-11-16
USR-A6C1A8B0,Education,Instructional Designer,Europe,17,Perplexity,2191,1,2.7,2021-11-30
USR-54A460F2,Marketing,SEO Specialist,North America,22,Gemini (Google),9165,1,18.3,2025-09-14
USR-88F21FA8,Creative & Design,UI/UX Designer,Europe,2,ChatGPT (OpenAI),13642,3,23.0,2023-05-26
USR-976315DB,Creative & Design,UI/UX Designer,Europe,20,Claude (Anthropic),5950,1,9.4,2023-07-16
USR-9EA8981C,Software Development,DevOps Engineer,North America,8,ChatGPT (OpenAI),5689,1,9.4,2024-01-14
USR-E9559265,Education,Instructional Designer,North America,9,Perplexity,14749,1,8.1,2021-07-09
USR-D43C594D,Finance,Accountant,Europe,16,ChatGPT (OpenAI),1416,1,1.9,2024-03-20
